,LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
178,47400.0,HONOLULU,Hawaii,96813.0,541110.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,2020-04-05,"American Savings Bank, FSB"
179,54092.5,Honolulu,,96813.0,621111.0,subchapter s corporation,Unanswered,Male Owned,Unanswered,,3.0,04/14/2020,First Hawaiian Bank
180,31250.0,LAHAINA,,96761.0,722511.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,7.0,04/27/2020,Bank of Hawaii
181,76000.0,HONOLULU,Hawaii,,238220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,10.0,2020-04-10,"American Savings Bank, FSB"
182,100000.0,HONOLULU,Hawaii,96818.0,722511.0,SP,Unanswered,Unanswered,Unanswered,,22.0,04/05/2020,First Hawaiian Bank
183,61100.0,HONOLULU,HI,96826.0,531390.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,04/13/2020,Central Pacific Bank
184,24333.0,KAILUA KONA,Hawaii,96740.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/30/2020,Cross River Bank
185,20833.0,Kaneohe,HI,96744.0,541211.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
186,16400.0,HONOLULU,Hawaii,96830.0,238320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-06-03,Cache Valley Bank
187,79700.0,HONOLULU,,96813.0,531130.0,LLC,Unanswered,Unanswered,Unanswered,,12.0,2020-04-15,Central Pacific Bank
188,4697.0,Waialua,Hawaii,96791.0,522320.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,8.0,05/06/2020,First Hawaiian Bank
189,120000.0,HILO,Hawaii,96720.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41.0,2020-04-16,"American Savings Bank, FSB"
190,25000.0,HILO,,96720.0,621310.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,2020-04-10,Central Pacific Bank
191,41700.0,HONOLULU,,96814.0,221118.0,Corporation,Unanswered,Male Owned,Non-Veteran,,2.0,2020-04-09,Central Pacific Bank
192,13499.0,KAHULUI,,96732.0,423620.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
193,132000.0,HONOLULU,Hawaii,96813.0,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii
194,7899.8,Lahaina,HI,96761.0,621399.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,07/22/2020,"Fundbox, Inc."
195,89000.0,Honolulu,Hawaii,,236220.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,2020-04-29,Live Oak Banking Company
196,20833.0,Honolulu,HI,96816.0,236115.0,SP,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank
197,84400.0,MAKAWAO,HI,96768.0,221310.0,CORPORATION,White,Male Owned,Non-Veteran,,6.0,04/14/2020,First Hawaiian Bank
198,86300.0,Puunene,Hawaii,96784.0,238310.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,2020-04-29,Central Pacific Bank
199,50000.0,KAILUA,Hawaii,96734.0,541310.0,LLC,Unanswered,Male Owned,Unanswered,,6.0,04/06/2020,Central Pacific Bank
200,2099.31,Honolulu,HI,96825.0,812112.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0.0,2020-04-29,Celtic Bank Corporation
201,49210.0,HONOLULU,HI,96817.0,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,Bank of Hawaii
202,16300.0,KAPAA,,96746.0,561720.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,40.0,2020-05-03,Gather FCU
203,65600.0,HONOLULU,,96813.0,541211.0,Corporation,Asian,Female Owned,Non-Veteran,,,04/14/2020,Central Pacific Bank
204,9000.0,HONOLULU,HI,96813.0,541110.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
205,3400.0,LIHUE,HI,,311811.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/08/2020,Central Pacific Bank
206,5000.0,HONOLULUonolulu,HI,96816.0,485310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
207,14426.0,Lihue,HI,96766.0,711211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6.0,2020-04-30,Cross River Bank
208,21890.0,HONOLULU,Hawaii,96819.0,722513.0,CORPORATION,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,Bank of Hawaii
209,29500.0,HONOLULU,,96817.0,722511.0,Corporation,Asian,Male Owned,Non-Veteran,,3.0,04/03/2020,Ohana Pacific Bank
210,4252.0,Kailua,Hawaii,,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,07/20/2020,"Kabbage, Inc."
211,147800.0,HONOLULU,,96819.0,445210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,17.0,2020-04-06,Central Pacific Bank
212,23700.0,Honolulu,HI,96814.0,561730.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,05/08/2020,Central Pacific Bank
213,79582.0,HONOLULU,Hawaii,96815.0,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,2020-04-27,Bank of Hawaii
214,56800.0,HONOLULU,HI,96821.0,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank
215,20800.0,HILO,Hawaii,96720.0,541618.0,IC,Unanswered,Male Owned,Unanswered,,1.0,04/29/2020,Ohana Pacific Bank
216,4122.0,KAPOLEI,,,523930.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,3.0,05/19/2020,First Hawaiian Bank
217,115400.0,KEAAU,,96749.0,424930.0,corporation,Unanswered,Unanswered,Unanswered,,30.0,2020-04-07,"American Savings Bank, FSB"
218,15000.0,HONOLULU,HI,96817.0,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,"American Savings Bank, FSB"
219,143100.0,HONOLULU,Hawaii,96813.0,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB"
220,37570.0,WAILUKU,HI,96793.0,531311.0,Partnership,Unanswered,Unanswered,Unanswered,,,2020-04-12,Bank of Hawaii
221,9375.0,HONOLULU,Hawaii,96817.0,722515.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,5.0,04/15/2020,Central Pacific Bank
222,8125.0,Haiku,Hawaii,96708.0,561730.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
223,3400.0,KAILUA KONA,Hawaii,96740.0,611610.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB"
224,4700.0,HONOLULU,HI,96819.0,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,Central Pacific Bank
225,9148.0,Kula,Hawaii,96790.0,541930.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,2020-08-07,"Kabbage, Inc."
226,40170.0,Waipahu,HI,96797.0,114111.0,Partnership,Unanswered,Unanswered,Unanswered,,2.0,2020-07-09,"Kabbage, Inc."
227,82700.0,KAHULUI,HI,96732.0,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,2020-04-30,First Foundation Bank
228,20832.5,Honolulu,Hawaii,96816.0,999990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
229,23100.0,HONOLULU,Hawaii,96821.0,448120.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,First Hawaiian Bank
230,61345.0,EWA BEACH,Hawaii,96706.0,722511.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
231,26000.0,KULA,Hawaii,96790.0,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,"American Savings Bank, FSB"
232,19700.0,LIHUE,Hawaii,96766.0,812910.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,4.0,04/11/2020,"American Savings Bank, FSB"
233,26900.0,KANEOHE,HI,96744.0,541211.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/16/2020,"American Savings Bank, FSB"
234,17377.0,HONOLULU,Hawaii,96817.0,541211.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii
235,10000.0,HONOLULU,Hawaii,96815.0,561520.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,2020-06-30,Cross River Bank
236,3621.0,Lahana,,96761.0,812113.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,08/05/2020,"Kabbage, Inc."
237,19100.0,AIEA,Hawaii,96701.0,441120.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,Central Pacific Bank
238,41400.0,HONOLULU,Hawaii,96814.0,621111.0,Corporation,White,Male Owned,Non-Veteran,,4.0,04/15/2020,First Hawaiian Bank
239,7500.0,LAHAINA,Hawaii,,713990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
240,11500.0,HONOLULU,,96727.0,531210.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,2020-04-06,Central Pacific Bank
241,7188.0,Honolulu,,96816.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/03/2020,First Hawaiian Bank
242,3300.0,HONOLULU,HI,96813.0,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,"American Savings Bank, FSB"
243,5600.0,Haleiwa,,96712.0,561720.0,INDEPENDENT CONTRACTORS,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,"American Savings Bank, FSB"
244,102865.0,HONOLULU,HI,96819.0,621210.0,CORPORATION,Asian,Female Owned,Non-Veteran,,,04/15/2020,Central Pacific Bank
245,12000.0,KANEOHE,HI,96744.0,611430.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
246,2645.79,Honolulu,HI,96814.0,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Celtic Bank Corporation
247,8800.0,KIHEI,Hawaii,,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,"American Savings Bank, FSB"
248,58102.0,KAILUA KONA,HI,96740.0,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,05/01/2020,"JPMorgan Chase Bank, National Association"
249,42100.0,KAILUA KONA,HI,96740.0,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,2020-04-09,Central Pacific Bank
250,63900.0,HONOLULU,HI,96816.0,812910.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,4.0,2020-04-10,Central Pacific Bank
251,23300.0,Honolulu,HI,96817.0,621111.0,Corp,Unanswered,Female Owned,Non-Veteran,,0.0,2020-05-21,Central Pacific Bank
252,11687.02,Lihue,HI,96766.0,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,0.0,05/15/2020,Celtic Bank Corporation
253,5502.26,Ewa Beach,,96706.0,,SP,Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation
254,39700.0,AIEA,,96701.0,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,2020-04-13,Central Pacific Bank
255,33977.0,HONOLULU,Hawaii,96814.0,621111.0,corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
256,3100.0,Honolulu,HI,96825.0,813319.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,2020-04-30,First Hawaiian Bank
257,62690.0,Kapolei,Hawaii,96707.0,621112.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,11.0,2020-05-04,First Hawaiian Bank
258,115200.0,Honolulu,,96825.0,722310.0,corporation,Unanswered,Male Owned,Non-Veteran,,10.0,2020-04-14,"Readycap Lending, LLC"
259,78792.5,Mililani,,96789.0,238120.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,2020-04-15,First Hawaiian Bank
260,11400.0,HONOLULU,HI,96720.0,451130.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank
261,19100.0,WAILUKU,,96793.0,238220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,Central Pacific Bank
262,11908.0,HONOLULU,HI,96814.0,531390.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,1.0,2020-04-28,Central Pacific Bank
263,8238.69,Kailua-Kona,Hawaii,96740.0,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/23/2020,Celtic Bank Corporation
264,14900.0,HONOLULU,,96817.0,531390.0,Corp,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,First Hawaiian Bank
265,12700.0,HONOLULU,HI,96814.0,561520.0,Corp,Asian,Male Owned,Non-Veteran,,3.0,04/04/2020,Ohana Pacific Bank
266,17600.0,Kalaheo,,96741.0,561599.0,SP,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,MBE Capital Partners
267,42002.0,KANEOHE,,96744.0,523930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,2020-05-05,First Hawaiian Bank
268,25590.0,Kapolei,,96707.0,813110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,3.0,05/02/2020,First Hawaiian Bank
269,16100.0,KIHEI,HI,96753.0,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
270,15000.0,HONOLULU,HI,96816.0,621111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
271,6400.0,KEAAU,HI,96749.0,236115.0,Corporation,Unanswered,Male Owned,Non-Veteran,,1.0,04/08/2020,Central Pacific Bank
272,69890.0,Kapaa,Hawaii,96746.0,236118.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-14,First Hawaiian Bank
273,7900.0,MILILANI,Hawaii,96789.0,812990.0,corporation,Unanswered,Unanswered,Unanswered,,4.0,05/18/2020,"American Savings Bank, FSB"
274,20800.0,HONOLULU,HI,96815.0,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-16,Central Pacific Bank
275,5936.27,KAHULUI,HI,96732.0,532490.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,HawaiiUSA FCU
276,7800.0,KAILUA KONA,,96740.0,423920.0,SP,Unanswered,Unanswered,Unanswered,,1.0,2020-06-17,BancFirst
277,8400.0,WAIPAHU,HI,96797.0,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/09/2020,Central Pacific Bank
278,8750.0,Honolulu,Hawaii,96818.0,423940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,Celtic Bank Corporation
279,17800.0,EWA BEACH,HI,96706.0,531320.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,05/13/2020,Central Pacific Bank
280,10400.0,HAIKU,Hawaii,96708.0,711510.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,6.0,04/30/2020,"American Savings Bank, FSB"
281,2725.0,HONOLULU,,96825.0,541990.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii
282,125100.0,Honolulu,Hawaii,96819.0,493110.0,Corporation,White,Male Owned,Veteran,,18.0,04/15/2020,Hawaii National Bank
283,20800.0,Honolulu,HI,96822.0,561990.0,limited  liability company(llc),Asian,Female Owned,Non-Veteran,,1.0,04/30/2020,Hawaii National Bank
284,98000.0,HILO,Hawaii,96720.0,524210.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/07/2020,Central Pacific Bank
285,25105.0,HALEIWA,,96712.0,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-04-07,Bank of Hawaii
286,9027.0,HONOLULU,,96816.0,541921.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,Bank of Hawaii
287,86935.0,HONOLULU,,96813.0,722410.0,corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
288,14300.0,HONOLULU,HI,96817.0,531390.0,SP,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
289,15675.0,HONOLULU,Hawaii,,923110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,,04/28/2020,Bank of Hawaii
290,3802.5,WAIKOLOA,Hawaii,96738.0,236220.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,2020-05-06,First Hawaiian Bank
291,63700.0,HONOLULU,,96817.0,424990.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,2020-05-02,"American Savings Bank, FSB"
292,14851.0,HONOLULU,HI,96821.0,812990.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,First Hawaiian Bank
293,19865.0,HONOLULU,HI,96817.0,444190.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/04/2020,Bank of Hawaii
294,15240.0,ELEELE,,96705.0,487210.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii
295,2000.0,KURTISTOWN,HI,96760.0,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,2020-04-28,Central Pacific Bank
296,68655.0,Kailua-Kona,,96740.0,236220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,0.0,2020-05-07,Central Pacific Bank
297,78100.0,HONOLULU,Hawaii,96839.0,423430.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,2020-04-09,Central Pacific Bank
298,47250.0,Hilo,,96720.0,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,2020-07-27,"FC Marketplace, LLC (dba Funding Circle)"
299,6357.0,HONOLULU,,96816.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,07/27/2020,HawaiiUSA FCU
300,14900.0,KAPAA,,96746.0,621340.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
301,61235.0,HILO,HI,96721.0,484110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,2020-04-30,First Hawaiian Bank
302,62900.0,WAIPAHU,,96797.0,621320.0,CORPORATION,Unanswered,Unanswered,Unanswered,,5.0,2020-04-10,"American Savings Bank, FSB"
303,8000.0,HONOLULU,HI,96814.0,813110.0,professional association,Unanswered,Unanswered,Unanswered,,1.0,2020-04-06,"American Savings Bank, FSB"
304,31225.0,Kunia,Hawaii,96759.0,813910.0,LLC,Unanswered,Unanswered,Unanswered,,4.0,2020-04-28,First Hawaiian Bank
305,72100.0,Hilo,HI,96720.0,541211.0,Partnership,Unanswered,Unanswered,Unanswered,,4.0,2020-06-25,Hawaii National Bank
306,25800.0,Lihue,HI,96766.0,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,2020-04-29,First Hawaiian Bank
307,5900.0,HONOLULU,Hawaii,96816.0,711510.0,Corporation,White,Male Owned,Unanswered,,2.0,2020-04-09,Central Pacific Bank
308,26200.0,AIEA,Hawaii,96701.0,621111.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,"American Savings Bank, FSB"
309,3750.0,KULA,HI,,115112.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,04/12/2020,Bank of Hawaii
310,21000.0,WAHIAWA,,96786.0,621210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,5.0,04/09/2020,Central Pacific Bank
311,60757.5,Honolulu,Hawaii,96819.0,541940.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-05-01,First Hawaiian Bank
312,73100.0,HONOLULU,HI,96817.0,541613.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3.0,2020-04-09,First Hawaiian Bank
313,69100.0,WAIANAE,Hawaii,96792.0,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,2020-04-09,Central Pacific Bank
314,10600.0,HONOLULU,HI,,448150.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/14/2020,Central Pacific Bank
315,109400.0,MOUNTAIN VIEW,HI,96771.0,111422.0,Corp,Unanswered,Unanswered,Unanswered,,21.0,04/07/2020,"American Savings Bank, FSB"
316,2500.0,HONOLULU,,,812199.0,limited  liability company(llc),Black or African American,Female Owned,Unanswered,,1.0,04/12/2020,HawaiiUSA FCU
317,2500.0,HONOLULU,HI,96821.0,238350.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
318,7250.0,Hilo,Hawaii,,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Non-Veteran,,0.0,2020-05-01,Central Pacific Bank
319,6250.0,HONOULULU,HI,,485320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-05-09,Central Pacific Bank
320,275.0,WAIANAE,HI,96792.0,531210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Bank of Hawaii
321,34400.0,Honolulu,Hawaii,96826.0,722515.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Non-Veteran,,12.0,05/05/2020,Hawaii National Bank
322,20800.0,HONOLULU,HI,96819.0,541110.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,4.0,2020-04-10,"American Savings Bank, FSB"
323,20800.0,KAILUA KONA,,96740.0,531210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,2020-04-12,Central Pacific Bank
324,20832.0,WAILUKU,,96793.0,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,2020-05-05,Bank of Hawaii
325,15000.0,Honolulu,,96761.0,522130.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1.0,2020-04-28,"American Savings Bank, FSB"
326,98582.0,Honolulu,Hawaii,96819.0,484110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,First Hawaiian Bank
327,29553.7,Kailua-Kona,Hawaii,96740.0,621210.0,subchapter s corporation,Unanswered,Male Owned,Unanswered,,6.0,06/15/2020,"TIAA Bank, A Division of"
328,99300.0,HONOLULU,HI,,722511.0,limited  liability company(llc),Unanswered,Male Owned,Unanswered,,20.0,04/06/2020,"American Savings Bank, FSB"
329,44700.0,Honolulu,,96816.0,515112.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,4.0,2020-04-13,"Readycap Lending, LLC"
330,12100.0,Honolulu,HI,96816.0,531210.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,0.0,06/02/2020,Central Pacific Bank
331,6019.0,Kailua-Kona,HI,96745.0,561720.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,"Kabbage, Inc."
332,6422.0,Waianae,HI,96792.0,236115.0,corporation,Unanswered,Male Owned,Non-Veteran,,0.0,2020-04-30,Central Pacific Bank
333,19400.0,HONOLULU,,96821.0,531210.0,SOLE PROPRIETORSHIP,Asian,Female Owned,Non-Veteran,,1.0,2020-06-29,Ohana Pacific Bank
334,5000.0,AIEA,,96701.0,722511.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,1.0,2020-04-10,Central Pacific Bank
335,1500.0,HONOLULU,HI,96822.0,531210.0,corporation,White,Male Owned,Non-Veteran,,1.0,04/10/2020,Central Pacific Bank
336,7700.0,HONOLULU,Hawaii,96816.0,485310.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,2020-04-29,"American Savings Bank, FSB"
337,12500.0,HONOLULU,,96817.0,524210.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,First Hawaiian Bank
338,2500.0,Honolulu,,,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,2020-04-30,Central Pacific Bank
339,18209.0,KAILUA-KONA,HI,96740.0,621111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/28/2020,Bank of Hawaii
340,8425.0,PRINCEVILLE,Hawaii,96722.0,621330.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,2020-05-06,Bank of Hawaii
341,69200.0,HONOLULU,,,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/15/2020,"American Savings Bank, FSB"
