LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender
79700.0,HONOLULU,,96813,531130.0,LLC,Unanswered,Unanswered,Unanswered,,12.0,04/15/2020,Central Pacific Bank
4697.0,Waialua,Hawaii,96791,522320.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,8.0,05/06/2020,First Hawaiian Bank
120000.0,HILO,Hawaii,96720,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,41.0,04/16/2020,"American Savings Bank, FSB"
25000.0,HILO,,96720,621310.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,3.0,04/10/2020,Central Pacific Bank
41700.0,HONOLULU,,96814,221118.0,Corporation,Unanswered,Male Owned,Non-Veteran,,2.0,04/09/2020,Central Pacific Bank
13499.0,KAHULUI,,96732,423620.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
132000.0,HONOLULU,Hawaii,96813,621111.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,04/27/2020,Bank of Hawaii
7899.8,Lahaina,HI,96761,621399.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,07/22/2020,"Fundbox, Inc."
89000.0,Honolulu,Hawaii,,236220.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Live Oak Banking Company
20833.0,Honolulu,HI,96816,236115.0,SP,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank
84400.0,MAKAWAO,HI,96768,221310.0,CORPORATION,White,Male Owned,Non-Veteran,,6.0,04/14/2020,First Hawaiian Bank
86300.0,Puunene,Hawaii,96784,238310.0,CORPORATION,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Central Pacific Bank
50000.0,KAILUA,Hawaii,96734,541310.0,LLC,Unanswered,Male Owned,Unanswered,,6.0,04/06/2020,Central Pacific Bank
2099.31,Honolulu,HI,96825,812112.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,Celtic Bank Corporation
49210.0,HONOLULU,HI,96817,813110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,,04/27/2020,Bank of Hawaii
16300.0,KAPAA,,96746,561720.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,40.0,05/03/2020,Gather FCU
65600.0,HONOLULU,,96813,541211.0,Corporation,Asian,Female Owned,Non-Veteran,,,04/14/2020,Central Pacific Bank
9000.0,HONOLULU,HI,96813,541110.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
3400.0,LIHUE,HI,,311811.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/08/2020,Central Pacific Bank
5000.0,HONOLULUonolulu,HI,96816,485310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,04/16/2020,Central Pacific Bank
14426.0,Lihue,HI,96766,711211.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,6.0,04/30/2020,Cross River Bank
21890.0,HONOLULU,Hawaii,96819,722513.0,CORPORATION,Unanswered,Unanswered,Unanswered,,6.0,04/27/2020,Bank of Hawaii
29500.0,HONOLULU,,96817,722511.0,Corporation,Asian,Male Owned,Non-Veteran,,3.0,04/03/2020,Ohana Pacific Bank
4252.0,Kailua,Hawaii,,541219.0,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,,1.0,07/20/2020,"Kabbage, Inc."
147800.0,HONOLULU,,96819,445210.0,CORPORATION,Unanswered,Unanswered,Unanswered,,17.0,04/06/2020,Central Pacific Bank
23700.0,Honolulu,HI,96814,561730.0,Corporation,Unanswered,Male Owned,Non-Veteran,,0.0,05/08/2020,Central Pacific Bank
79582.0,HONOLULU,Hawaii,96815,722511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15.0,04/27/2020,Bank of Hawaii
56800.0,HONOLULU,HI,96821,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,Central Pacific Bank
20800.0,HILO,Hawaii,96720,541618.0,IC,Unanswered,Male Owned,Unanswered,,1.0,04/29/2020,Ohana Pacific Bank
4122.0,KAPOLEI,,,523930.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,3.0,05/19/2020,First Hawaiian Bank
115400.0,KEAAU,,96749,424930.0,corporation,Unanswered,Unanswered,Unanswered,,30.0,04/07/2020,"American Savings Bank, FSB"
15000.0,HONOLULU,HI,96817,236118.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,"American Savings Bank, FSB"
143100.0,HONOLULU,Hawaii,96813,541110.0,Corporation,Unanswered,Unanswered,Unanswered,,9.0,04/06/2020,"American Savings Bank, FSB"
37570.0,WAILUKU,HI,96793,531311.0,Partnership,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
9375.0,HONOLULU,Hawaii,96817,722515.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,5.0,04/15/2020,Central Pacific Bank
8125.0,Haiku,Hawaii,96708,561730.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
3400.0,KAILUA KONA,Hawaii,96740,611610.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,2.0,04/29/2020,"American Savings Bank, FSB"
4700.0,HONOLULU,HI,96819,722513.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/16/2020,Central Pacific Bank
9148.0,Kula,Hawaii,96790,541930.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,08/07/2020,"Kabbage, Inc."
40170.0,Waipahu,HI,96797,114111.0,Partnership,Unanswered,Unanswered,Unanswered,,2.0,07/09/2020,"Kabbage, Inc."
82700.0,KAHULUI,HI,96732,621210.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11.0,04/30/2020,First Foundation Bank
20832.5,Honolulu,Hawaii,96816,999990.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/30/2020,First Hawaiian Bank
23100.0,HONOLULU,Hawaii,96821,448120.0,Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/15/2020,First Hawaiian Bank
61345.0,EWA BEACH,Hawaii,96706,722511.0,CORPORATION,Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
26000.0,KULA,Hawaii,96790,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
19700.0,LIHUE,Hawaii,96766,812910.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,4.0,04/11/2020,"American Savings Bank, FSB"
26900.0,KANEOHE,HI,96744,541211.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/16/2020,"American Savings Bank, FSB"
17377.0,HONOLULU,Hawaii,96817,541211.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii
10000.0,HONOLULU,Hawaii,96815,561520.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,06/30/2020,Cross River Bank
3621.0,Lahana,,96761,812113.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,08/05/2020,"Kabbage, Inc."
19100.0,AIEA,Hawaii,96701,441120.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5.0,04/28/2020,Central Pacific Bank
41400.0,HONOLULU,Hawaii,96814,621111.0,Corporation,White,Male Owned,Non-Veteran,,4.0,04/15/2020,First Hawaiian Bank
7500.0,LAHAINA,Hawaii,,713990.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
11500.0,HONOLULU,,96727,531210.0,Corporation,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,Central Pacific Bank
7188.0,Honolulu,,96816,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,06/03/2020,First Hawaiian Bank
3300.0,HONOLULU,HI,96813,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/14/2020,"American Savings Bank, FSB"
5600.0,Haleiwa,,96712,561720.0,INDEPENDENT CONTRACTORS,Unanswered,Unanswered,Unanswered,,0.0,04/29/2020,"American Savings Bank, FSB"
102865.0,HONOLULU,HI,96819,621210.0,CORPORATION,Asian,Female Owned,Non-Veteran,,,04/15/2020,Central Pacific Bank
12000.0,KANEOHE,HI,96744,611430.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,,04/12/2020,Bank of Hawaii
2645.79,Honolulu,HI,96814,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/03/2020,Celtic Bank Corporation
8800.0,KIHEI,Hawaii,,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,"American Savings Bank, FSB"
58102.0,KAILUA KONA,HI,96740,999990.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,05/01/2020,"JPMorgan Chase Bank, National Association"
42100.0,KAILUA KONA,HI,96740,811111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5.0,04/09/2020,Central Pacific Bank
63900.0,HONOLULU,HI,96816,812910.0,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,4.0,04/10/2020,Central Pacific Bank
23300.0,Honolulu,HI,96817,621111.0,Corp,Unanswered,Female Owned,Non-Veteran,,0.0,05/21/2020,Central Pacific Bank
11687.02,Lihue,HI,96766,621111.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,0.0,05/15/2020,Celtic Bank Corporation
5502.26,Ewa Beach,,96706,,SP,Unanswered,Unanswered,Unanswered,,1.0,05/03/2020,Celtic Bank Corporation
39700.0,AIEA,,96701,621111.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4.0,04/13/2020,Central Pacific Bank
33977.0,HONOLULU,Hawaii,96814,621111.0,corporation,Unanswered,Unanswered,Unanswered,,4.0,04/27/2020,Bank of Hawaii
3100.0,Honolulu,HI,96825,813319.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1.0,04/30/2020,First Hawaiian Bank
62690.0,Kapolei,Hawaii,96707,621112.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,11.0,05/04/2020,First Hawaiian Bank
115200.0,Honolulu,,96825,722310.0,corporation,Unanswered,Male Owned,Non-Veteran,,10.0,04/14/2020,"Readycap Lending, LLC"
78792.5,Mililani,,96789,238120.0,CORPORATION,Unanswered,Unanswered,Unanswered,,8.0,04/15/2020,First Hawaiian Bank
11400.0,HONOLULU,HI,96720,451130.0,SELF-EMPLOYED INDIVIDUALS,Unanswered,Unanswered,Unanswered,,0.0,05/12/2020,Central Pacific Bank
19100.0,WAILUKU,,96793,238220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
11908.0,HONOLULU,HI,96814,531390.0,limited  liability company(llc),Unanswered,Male Owned,Non-Veteran,,1.0,04/28/2020,Central Pacific Bank
8238.69,Kailua-Kona,Hawaii,96740,621399.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/23/2020,Celtic Bank Corporation
14900.0,HONOLULU,,96817,531390.0,Corp,Unanswered,Unanswered,Unanswered,,2.0,04/06/2020,First Hawaiian Bank
12700.0,HONOLULU,HI,96814,561520.0,Corp,Asian,Male Owned,Non-Veteran,,3.0,04/04/2020,Ohana Pacific Bank
17600.0,Kalaheo,,96741,561599.0,SP,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,MBE Capital Partners
42002.0,KANEOHE,,96744,523930.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,05/05/2020,First Hawaiian Bank
25590.0,Kapolei,,96707,813110.0,NON-PROFIT ORGANIZATION,Unanswered,Unanswered,Unanswered,Y,3.0,05/02/2020,First Hawaiian Bank
16100.0,KIHEI,HI,96753,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
15000.0,HONOLULU,HI,96816,621111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
6400.0,KEAAU,HI,96749,236115.0,Corporation,Unanswered,Male Owned,Non-Veteran,,1.0,04/08/2020,Central Pacific Bank
69890.0,Kapaa,Hawaii,96746,236118.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/14/2020,First Hawaiian Bank
7900.0,MILILANI,Hawaii,96789,812990.0,corporation,Unanswered,Unanswered,Unanswered,,4.0,05/18/2020,"American Savings Bank, FSB"
20800.0,HONOLULU,HI,96815,541110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/16/2020,Central Pacific Bank
5936.27,KAHULUI,HI,96732,532490.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,04/14/2020,HawaiiUSA FCU
7800.0,KAILUA KONA,,96740,423920.0,SP,Unanswered,Unanswered,Unanswered,,1.0,06/17/2020,BancFirst
8400.0,WAIPAHU,HI,96797,561720.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2.0,04/09/2020,Central Pacific Bank
8750.0,Honolulu,Hawaii,96818,423940.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,05/08/2020,Celtic Bank Corporation
17800.0,EWA BEACH,HI,96706,531320.0,corporation,Unanswered,Unanswered,Unanswered,,0.0,05/13/2020,Central Pacific Bank
10400.0,HAIKU,Hawaii,96708,711510.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,6.0,04/30/2020,"American Savings Bank, FSB"
2725.0,HONOLULU,,96825,541990.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/28/2020,Bank of Hawaii
125100.0,Honolulu,Hawaii,96819,493110.0,Corporation,White,Male Owned,Veteran,,18.0,04/15/2020,Hawaii National Bank
20800.0,Honolulu,HI,96822,561990.0,limited  liability company(llc),Asian,Female Owned,Non-Veteran,,1.0,04/30/2020,Hawaii National Bank
98000.0,HILO,Hawaii,96720,524210.0,Corporation,Unanswered,Unanswered,Unanswered,,10.0,04/07/2020,Central Pacific Bank
25105.0,HALEIWA,,96712,541219.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,04/07/2020,Bank of Hawaii
9027.0,HONOLULU,,96816,541921.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/18/2020,Bank of Hawaii
86935.0,HONOLULU,,96813,722410.0,corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,Bank of Hawaii
14300.0,HONOLULU,HI,96817,531390.0,SP,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,Central Pacific Bank
15675.0,HONOLULU,Hawaii,,923110.0,non-profit organization,Unanswered,Unanswered,Unanswered,Y,,04/28/2020,Bank of Hawaii
3802.5,WAIKOLOA,Hawaii,96738,236220.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,First Hawaiian Bank
63700.0,HONOLULU,,96817,424990.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,05/02/2020,"American Savings Bank, FSB"
14851.0,HONOLULU,HI,96821,812990.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,05/06/2020,First Hawaiian Bank
19865.0,HONOLULU,HI,96817,444190.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,06/04/2020,Bank of Hawaii
15240.0,ELEELE,,96705,487210.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/08/2020,Bank of Hawaii
2000.0,KURTISTOWN,HI,96760,541511.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/28/2020,Central Pacific Bank
68655.0,Kailua-Kona,,96740,236220.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,0.0,05/07/2020,Central Pacific Bank
78100.0,HONOLULU,Hawaii,96839,423430.0,Corp,Unanswered,Unanswered,Unanswered,,5.0,04/09/2020,Central Pacific Bank
47250.0,Hilo,,96720,541219.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,07/27/2020,"FC Marketplace, LLC (dba Funding Circle)"
6357.0,HONOLULU,,96816,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,07/27/2020,HawaiiUSA FCU
14900.0,KAPAA,,96746,621340.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,4.0,04/06/2020,Central Pacific Bank
61235.0,HILO,HI,96721,484110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/30/2020,First Hawaiian Bank
62900.0,WAIPAHU,,96797,621320.0,CORPORATION,Unanswered,Unanswered,Unanswered,,5.0,04/10/2020,"American Savings Bank, FSB"
8000.0,HONOLULU,HI,96814,813110.0,professional association,Unanswered,Unanswered,Unanswered,,1.0,04/06/2020,"American Savings Bank, FSB"
31225.0,Kunia,Hawaii,96759,813910.0,LLC,Unanswered,Unanswered,Unanswered,,4.0,04/28/2020,First Hawaiian Bank
72100.0,Hilo,HI,96720,541211.0,Partnership,Unanswered,Unanswered,Unanswered,,4.0,06/25/2020,Hawaii National Bank
25800.0,Lihue,HI,96766,813110.0,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4.0,04/29/2020,First Hawaiian Bank
5900.0,HONOLULU,Hawaii,96816,711510.0,Corporation,White,Male Owned,Unanswered,,2.0,04/09/2020,Central Pacific Bank
26200.0,AIEA,Hawaii,96701,621111.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,2.0,04/07/2020,"American Savings Bank, FSB"
3750.0,KULA,HI,,115112.0,corporation,Unanswered,Unanswered,Unanswered,,2.0,04/12/2020,Bank of Hawaii
21000.0,WAHIAWA,,96786,621210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,5.0,04/09/2020,Central Pacific Bank
60757.5,Honolulu,Hawaii,96819,541940.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,5.0,05/01/2020,First Hawaiian Bank
73100.0,HONOLULU,HI,96817,541613.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3.0,04/09/2020,First Hawaiian Bank
69100.0,WAIANAE,Hawaii,96792,621210.0,Corporation,Unanswered,Unanswered,Unanswered,,5.0,04/09/2020,Central Pacific Bank
10600.0,HONOLULU,HI,,448150.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/14/2020,Central Pacific Bank
109400.0,MOUNTAIN VIEW,HI,96771,111422.0,Corp,Unanswered,Unanswered,Unanswered,,21.0,04/07/2020,"American Savings Bank, FSB"
2500.0,HONOLULU,,,812199.0,limited  liability company(llc),Black or African American,Female Owned,Unanswered,,1.0,04/12/2020,HawaiiUSA FCU
2500.0,HONOLULU,HI,96821,238350.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
7250.0,Hilo,Hawaii,,531210.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Female Owned,Non-Veteran,,0.0,05/01/2020,Central Pacific Bank
6250.0,HONOULULU,HI,,485320.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,05/09/2020,Central Pacific Bank
275.0,WAIANAE,HI,96792,531210.0,sole proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/28/2020,Bank of Hawaii
34400.0,Honolulu,Hawaii,96826,722515.0,LIMITED  LIABILITY COMPANY(LLC),Asian,Female Owned,Non-Veteran,,12.0,05/05/2020,Hawaii National Bank
20800.0,HONOLULU,HI,96819,541110.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,4.0,04/10/2020,"American Savings Bank, FSB"
20800.0,KAILUA KONA,,96740,531210.0,SOLE PROPRIETORSHIP,Unanswered,Unanswered,Unanswered,,1.0,04/12/2020,Central Pacific Bank
20832.0,WAILUKU,,96793,531210.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/05/2020,Bank of Hawaii
15000.0,Honolulu,,96761,522130.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,1.0,04/28/2020,"American Savings Bank, FSB"
98582.0,Honolulu,Hawaii,96819,484110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6.0,04/28/2020,First Hawaiian Bank
29553.7,Kailua-Kona,Hawaii,96740,621210.0,subchapter s corporation,Unanswered,Male Owned,Unanswered,,6.0,06/15/2020,"TIAA Bank, A Division of"
99300.0,HONOLULU,HI,,722511.0,limited  liability company(llc),Unanswered,Male Owned,Unanswered,,20.0,04/06/2020,"American Savings Bank, FSB"
44700.0,Honolulu,,96816,515112.0,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,4.0,04/13/2020,"Readycap Lending, LLC"
12100.0,Honolulu,HI,96816,531210.0,self-employed individuals,Unanswered,Unanswered,Unanswered,,0.0,06/02/2020,Central Pacific Bank
6019.0,Kailua-Kona,HI,96745,561720.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,1.0,05/11/2020,"Kabbage, Inc."
6422.0,Waianae,HI,96792,236115.0,corporation,Unanswered,Male Owned,Non-Veteran,,0.0,04/30/2020,Central Pacific Bank
19400.0,HONOLULU,,96821,531210.0,SOLE PROPRIETORSHIP,Asian,Female Owned,Non-Veteran,,1.0,06/29/2020,Ohana Pacific Bank
5000.0,AIEA,,96701,722511.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,Central Pacific Bank
1500.0,HONOLULU,HI,96822,531210.0,corporation,White,Male Owned,Non-Veteran,,1.0,04/10/2020,Central Pacific Bank
7700.0,HONOLULU,Hawaii,96816,485310.0,Independent Contractors,Unanswered,Unanswered,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
12500.0,HONOLULU,,96817,524210.0,subchapter s corporation,Unanswered,Unanswered,Unanswered,,1.0,04/10/2020,First Hawaiian Bank
2500.0,Honolulu,,,541310.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
18209.0,KAILUA-KONA,HI,96740,621111.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/28/2020,Bank of Hawaii
8425.0,PRINCEVILLE,Hawaii,96722,621330.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,,05/06/2020,Bank of Hawaii
69200.0,HONOLULU,,,236115.0,Corporation,Unanswered,Unanswered,Unanswered,,4.0,04/15/2020,"American Savings Bank, FSB"
19700.0,PAHOA,Hawaii,96778,722513.0,Corp,Unanswered,Unanswered,Unanswered,,0.0,05/02/2020,Central Pacific Bank
29745.0,MAKAWAO,HI,96768,611519.0,Corporation,Unanswered,Unanswered,Unanswered,,3.0,04/27/2020,Bank of Hawaii
13200.0,Honolulu,HI,96814,812112.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/13/2020,Central Pacific Bank
6700.0,Kahului,,96732,561720.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,1.0,05/03/2020,"American Savings Bank, FSB"
33800.0,KAILUA,,96734,238210.0,SOLE PROPRIETORSHIP,White,Male Owned,Non-Veteran,,6.0,04/10/2020,Central Pacific Bank
16413.0,HONOLULU,Hawaii,96819,453998.0,Corporation,Asian,Male Owned,Veteran,,,04/16/2020,Central Pacific Bank
10070.0,HONOLULU,HI,96815,424330.0,limited  liability company(llc),Unanswered,Unanswered,Unanswered,,2.0,05/07/2020,Bank of Hawaii
103000.0,Honolulu,HI,96817,621511.0,LIMITED  LIABILITY COMPANY(LLC),Unanswered,Unanswered,Unanswered,,6.0,05/02/2020,First Hawaiian Bank
3300.0,Aiea,HI,,541519.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0.0,05/14/2020,Central Pacific Bank
3700.0,KANEOHE,,96744,812112.0,Sole Proprietorship,Asian,Female Owned,Unanswered,,1.0,04/29/2020,"American Savings Bank, FSB"
5500.0,Haleiwa,,96712,238990.0,SP,Unanswered,Unanswered,Unanswered,,0.0,04/30/2020,Central Pacific Bank
5000.0,LIHUE,,96766,812112.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1.0,05/01/2020,Gather FCU
5700.0,HALEIWA,,96712,238140.0,Corp,Unanswered,Unanswered,Unanswered,,1.0,04/11/2020,"American Savings Bank, FSB"
30400.0,HAIKU,HI,96708,238160.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8.0,04/06/2020,"American Savings Bank, FSB"
1600.0,Wailuku,HI,96793,722310.0,SOLE PROPRIETORSHIP,Unanswered,Male Owned,Non-Veteran,,1.0,06/16/2020,Customers Bank
3888.0,Kailua Kona,Hawaii,96740,453998.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0.0,06/23/2020,Cross River Bank
